type,name
Disease,Leaf Spot
Disease,Fusarium Oxysporum F.Sp. Vasinfectum
Pest,Matsumuratettix Hiroglyphicus
Pest,Melanaphis Sacchari
Pest,Rhopalosiphum Maidis
Pest,Rhopalosiphum Maydis
Pest,Colletotrichum Capsici
Pesticide,Blitox
Pesticide,Blue Copper
FarmerPractice,Aerated Steam Therapy
FarmerPractice,Selecting Disease Free Setts
FarmerPractice,Rogueing Infected Plants
FarmerPractice,Growing Resistant Varieties
FarmerPractice,Removing And Burning Affected Plants
FarmerPractice,Spraying
FarmerPractice,Continuous Ratooning
FarmerPractice,Selecting Seed Material From Disease Free Areas
Pesticide,Copper Oxy Chloride
Pest,Meloidogyne Incognita
Pest,Myllocerus Pustulatus
Nutrient,Fusaric Acid
Soil,20-30˚C
Soil,Heavy Black Soils
Fertilizer,Nitrogen
Fertilizer,Phosphatic Fertilizers
Crop,Aristolachia Bractiata
Crop,Hibiscus Diversifolius
Crop,Thumbergia Thespesioides
Crop,Eriodendron Anfructuosum
Crop,Jatropha Curcus
Crop,Trigonella Polycerata
Crop,Coconuts
Crop,Dry Fruits
Crop,Fresh Vegetables
Crop,Fresh Fruits
Crop,Groundnuts
Country,Nepal
Location,Africa
Weather,Climate Variability
Soil,Soil Quality
Irrigation,Irrigation Infrastructure
FarmerPractice,Food Security
Crop,Rabi Crops
Crop,Kharif Crops
Crop,Soya Bean
State,Arunachal Pradesh
State,Andhra Pradesh + Telangana
Crop,Musa Textilis
Crop,Medicago Sativa
Crop,Prunus Dulcis
Crop,Pimpinella Anisum
Crop,Malus Sylvestris
Crop,Prunus Armeniaca
Crop,Areca Catechu
Crop,Arracacia Xanthorrhiza
Crop,Maranta Arundinacea
Crop,Cynara Scolymus
Crop,Asparagus Officinalis
Crop,Persea Americana
Season,Pre Monsoon
Season,Post Monsoon
Crop,Chicken
Crop,Beef
Crop,Mutton
Crop,Pork
Crop,High Yielding Variety Of Seeds
Crop,Agro-Based Items
Crop,Cereal
Crop,Sugar
Crop,Edible Oil
Crop,Coarse Cereals
Soil,Rain-Fed Areas
FarmerPractice,Agricultural Production
Nutrient,Plant Nutrition
District,Deoria
FarmerPractice,Green Manuring
FarmerPractice,Technological Innovation
Location,Malwa Plateau
Location,Vindhyan Plateau
District,Ujjain
District,Raisen
Weather,Electricity Supply
Pest,Termite
Pest,Rat
Disease,Leaf Blight
Weed,Phalaris Minor
Pesticide,Carbandazim
Nutrient,Hyvs
Pesticide,Weedicide
Pest,Girdle Beetle
Pest,Caterpillar
Disease,Mosaic
Disease,Wilt
FarmerPractice,Hand-Weeding
Pesticide,Thairum
Soil,Black Cotton Soil
Season,Early Varieties
Season,Mid Varieties
Storage,Kachha House
Storage,Pucca House
Pest,Rodent
FarmerPractice,Post Harvest Technology
Location,Central Narmada Valley
FarmerPractice,Threshing
FarmerPractice,Winnowing
FarmerPractice,Storage
FarmerPractice,Sun Drying
FarmerPractice,Fumigation
FarmerPractice,Rat Guards
Disease,Weight Loss
FarmerPractice,Application Equipment
FarmerPractice,Pest Management
FarmerPractice,Pest Behaviour
Nutrient,Spray Droplet Size
Nutrient,Pesticide Active Ingredient
FarmerPractice,Calibration
FarmerPractice,Nozzles
Soil,Water
Soil,Air
Soil,Oils
Pesticide,Spray Liquid
FarmerPractice,Foot Operated Sprayers
FarmerPractice,Rocking Sprayers
FarmerPractice,High Pressure Hydraulic Sprayers
FarmerPractice,Motorized Knapsack Sprayer
FarmerPractice,Mist Blower
FarmerPractice,Ulv Spraying
FarmerPractice,L.V Spraying
FarmerPractice,High Volume Sprayers
FarmerPractice,Hand Operated Hydraulic Pump
FarmerPractice,Hydraulic Nozzle
FarmerPractice,Adjustable Type Hydraulic Nozzle
FarmerPractice,Bamboo Lance
FarmerPractice,Two-Stroke Petrol Engine
FarmerPractice,Air Blast Nozzle
Pesticide,Spray Droplets
Pesticide,Spray Solution
FarmerPractice,Spray Tank
FarmerPractice,Pressure Regulator
FarmerPractice,Gaseous Energy Nozzle
Weather,Cross-Wind
FarmerPractice,Controlled Droplet Application
FarmerPractice,Electrostatic Spraying System
Crop,Rubber Plantation
FarmerPractice,Two Stroke 35 Cc Engine
FarmerPractice,Dust Hopper
FarmerPractice,Wet Dusting Attachment
FarmerPractice,Dust Discharge Outlet
FarmerPractice,Battery Operated Model Of Ulv Sprayer
FarmerPractice,Spray Head
FarmerPractice,Spinning Disc
FarmerPractice,High Volume Spraying
FarmerPractice,Low Volume Spraying
Pesticide,Pesticide Dust
FarmerPractice,Spray Nozzle
Pesticide,Spray Particles
FarmerPractice,Pesticide Application
FarmerPractice,Spray Tank Pressurisation
FarmerPractice,Tractor Mounted Air Carrier Sprayers
FarmerPractice,Thermal Foggers
FarmerPractice,Fogging Machines
Pest,Pesticide Drift
Weather,Wind Velocity
Weather,Temperature
FarmerPractice,Electrodyne Sprayer
Pesticide,Dusting Powders
FarmerPractice,Dryland Agriculture
FarmerPractice,Hydraulic Nozzles
FarmerPractice,Corona Charging
FarmerPractice,Contact Charging
FarmerPractice,Induction Charging
FarmerPractice,Pesticide Dust Application
FarmerPractice,Wet Dusting
Pest,Brown Plant Hoppers
FarmerPractice,Wick Applicator
FarmerPractice,Swing Sack Applicator
Pesticide,Pesticide Granules
Pesticide,Dust
Crop,Dryland Crops
Pesticide,Fungicide Xy 50 Wp
Pesticide,2D Abc Dust Formulation
Nutrient,Active Ingredient
Nutrient,Ppm
Pesticide,Kerosene Oil
Pesticide,Sae 30 Oil
Pesticide,Emery Paper
Pesticide,Cotton Waste
Pesticide,Packing Rope
Pesticide,Winding/Locking Wire
Pesticide,Sharp Needle
FarmerPractice,Plant Protection Equipment
Pesticide,S.A.E. 30 Oil
FarmerPractice,Knapsack Sprayers
FarmerPractice,Cut-Off Devices
FarmerPractice,Lances
FarmerPractice,2-Stroke Petrol Engine
FarmerPractice,4-Stroke Petrol Engine
Pest,Spark Plug
Pest,Air Cleaner
Pest,Carburetor
Pest,Fuel Cock
Pest,Piston
Pest,Rings
Pest,Liners
Pest,Crankshaft
Pest,Bearings
Pest,Valves
Crop,Quality Seeds
FarmerPractice,Honey-Bee Keeping
FarmerPractice,Fodder Intensification
Crop,Quality Saffron
District,Srinagar
Disease,Fungi
Disease,Viruses
Location,Agro-Ecosystem
Nutrient,Economic Threshold (Et)
Nutrient,Economic Injury Level (Eil)
Pesticide,Turmeric
Pesticide,Tulsi
Fertilizer,Cow Urine
Fertilizer,Ghee
Fertilizer,Lemon
Fertilizer,Methi
Fertilizer,Bael
Fertilizer,Curd
Fertilizer,Asafoetida
Fertilizer,Mint
Pesticide,Vijay Neem
Fertilizer,Neem Coated Urea
Crop,Pigeonpea
Pesticide,Castor Oil
Pesticide,Mustard Oil
Pesticide,Ghee
Pesticide,Lemon
Crop,Methi
Crop,Bael
Pesticide,Curd
Pesticide,Asafoetida
Pesticide,Mint
Pest,Neem
Pest,Early Stem Borer
Crop,Grain
Soil,Stubble
Crop,Notchi
Crop,Pungam
Crop,Malai Vembu
Crop,Thumbai
Location,North Goa
FarmerPractice,Tatho
Pest,Nematodes
Pest,Insect
Disease,Virus-Like Organisms
Weather,Wind
FarmerPractice,Human Activity
Location,Uttarakhand
Weather,Floods
Weather,Landslides
Weather,Harsh Winters
FarmerPractice,National Innovations In Climate Resilient Agriculture
FarmerPractice,Dairy Farming
FarmerPractice,Goat Farming
FarmerPractice,Sheep Farming
FarmerPractice,Poultry Farming
Disease,Climate Change
Soil,Glaciers
Soil,Silty Loam
District,Bageshwar
District,Tehri Garhwal
Irrigation,Water Bodies
Irrigation,Community Ponds
FarmerPractice,Vegetable Production
Irrigation,Rainwater Harvesting Tanks
FarmerPractice,Bunds
Irrigation,Jalkunds
FarmerPractice,Low-Cost Mushroom Unit
Crop,Cucumbers
Crop,Peppers
Crop,Leafy Greens
Disease,Moisture Stress
Weather,Frost
Weather,Untimely Rains
Weather,Hails
FarmerPractice,Vl Polytunnel
Crop,Shalimar Rice-4 (Sr-4)
Disease,Blast Disease
Pest,Apple Blotch Leaf Miner (Ablm)
Crop,Drought Tolerant Maize-1 (Dtm-1)
Crop,Pusa-1509
Crop,Gobhi Sarson
Location,Nicra
Crop,Fodder Oats
Crop,Kdfm-1
Disease,Yellow Vein Mosaic
Disease,Ectoparasitic Infestations
Disease,Mastitis
Disease,Skin Infection
Disease,Pica
Disease,Milk Fever
Disease,Ketosis
Pesticide,Fenbendazole
Pesticide,Ivermectin
FarmerPractice,Cow Mats
District,Champawat
Location,Bandipora
Season,2023
Season,2022-23
Soil,Cold Arid Region
Weather,Scant Rainfall Zones
FarmerPractice,Drought Proofing
Crop,Maize Fodder
Location,Nicra Villages
District,Bandipora
Nutrient,Oxygen
Disease,Pathogen
Disease,Necrotic Diseases
Disease,Soft Rot Diseases
Disease,Apple Scab
Disease,Venturia Inaequalis
Disease,Sclerotinia Sclerotiorum
Disease,Claviceps Purpurea
Pest,Rice Thrips
Pesticide,Lambda-Cyhalothrin
Pesticide,Buprofezin
Pest,Brevennia Rehi
State,Orissa
Country,Thailand
Crop,Echinocloa
Crop,Ipomoea
Crop,Prosopis
Pest,Rice Hispa
Pest,Dicladispa Armigera
Pest,Armigera
Location,Bangladesh
Location,Burma
Location,Southern China
Location,West Malaysia
Location,Nepal
Country,Pakistan
Location,Sumatra
Location,Thailand
Location,West Iran
Pesticide,Bhc
Pest,Oxya Nitidula
Pest,Hydronomidus Molitar
Pest,Arthrodeis Sp.
Pest,Platygaster Oryzae
Pest,Sorghum Shootfly
Pest,Atherigona Soccata
Pesticide,Cecidogen
Pest,Grain Midge
Pest,Slug Caterpillar
Pest,Leaf Roller
Pest,Discolor
Pest,Helicoverpa Sp.
Pesticide,Npv
FarmerPractice,Sex Pheromone Trap
FarmerPractice,Fishmeal Traps
Fertilizer,Starch
Country,Malaysia
Country,Taiwan
Country,Burma
Location,South East Asia
Country,Korea
Country,Indonesia
Pest,Ash Weevil
Pest,Wheat Gall Nematode
Pest,Hopper
Pest,Pyrilla Perpusilla
Pest,Wheat Bug
Pest,Wheat Thrips
Pest,Cut Worms
Pest,Pink Borer
Pesticide,Imidaclorpid
Pesticide,Malathion 50 Ec
Pesticide,Phosalone 50 Ec
Pesticide,Dimethoate 30 Ec
Pesticide,Endosulfan 35 Ec
Location,South India
Pest,Anticarsia Irrotata
Pest,Leaf Cutter Bee
Pest,Etiella Zinckenella
Pest,Bracon Lebetor
Pest,Bracon Hebetor
Pest,Eublemma Hemirrhoda
Crop,Lentils
Pest,Beetle
Pesticide,Neem Seed Kernel Powder
Pesticide,Rhinolure
Crop,Date Palm
Pest,Root Grub
Pest,Oligonychus Indicus
Pest,Raoiella Indica
Pest,Leucopholis Burmeisteri
Fertilizer,Potash
Soil,Clay
Soil,Mud
Soil,Manure
FarmerPractice,Toddies
FarmerPractice,Clean Cultivation
FarmerPractice,Deep Ploughing
FarmerPractice,Early Sowing
FarmerPractice,Soil Raking
FarmerPractice,Seed Pelleting
FarmerPractice,Aggregation Pheromone Traps
FarmerPractice,Root Feeding
FarmerPractice,Pupation
Season,Harvest
Crop,Areca
Location,Karnataka
Pest,Root Grubs
Pest,Inflorescence Caterpillar
Pest,Tirathaba Mundella
Pest,Pentatomid Bug
Pest,Halymorpha Marmorea
Crop,Safflower
Pest,Pupae
Pest,Larvae
Pest,Maggots
Nutrient,Honeydew
Pest,Leaf Webber
Pest,Gall Fly
Pest,Leaf Hopper
Pest,Spodoptera Exigua
Pest,Eublemma Rivula
Pest,Chromatomyia Horticola
Pest,Retithrips Syriacus
Fertilizer,Nske
Location,Indo-Gangetic Plains
Crop,Cruciferous Vegetables
Pest,Apanteles Glomeratus
Pest,Gall-Midge
Crop,Brassica Crops
Disease,Nematospora Gossypii
Fertilizer,Carbofuran
Pest,Red Cotton Bug
Pest,Cotton Bollworm
Pest,H. Armigera
Pest,Earias Insulana
Crop,G 27
Crop,Ld 135
Crop,Lohit
Crop,Abadhita
Crop,Mcu 7
Crop,Sujata
Crop,Digvijay
Crop,Sanguineum
Pest,Top Borer
Pest,Early Shoot Borer
Pest,Internode Borer
Pest,Gurdaspur Borer
Pest,Stalk Borer
Pest,Beet Armyworm
Pesticide,Endosulfan 35Ec
Pest,Jute Stem Weevil
Crop,Capsularis
Fertilizer,Phorate
Pest,Neocatolaccus Nupserhae
Pest,Norbanus Acuminatus
Pest,Laphygma Exigua
Pest,Semilooper
Pest,Plusia Signata
Pest,Mango Mealy Bug
Pest,Mango Nut Weevil
Pest,Caterpillar Pests
Crop,Neelam
Crop,Humayudin
Pest,Bactrocera Dorsalis
Crop,Avocado
Crop,Melons
Crop,Jack Fruit
Crop,Strawberry
Pest,Fruit Sucking Moth
Pest,Drosicha Mangifera
Pest,Apoderus Tranquebarious
Pest,Citrus Blackfly
Pest,Citrus Rust Mite
Pesticide,Dicofol
Pest,Grub
Pest,Hypatima Haligramma
Pesticide,Methylparathion
Pesticide,Dichlorvas
Pesticide,Methomyl
Pest,Cryptoleamus Montrouzieri
Pest,Scymnus Craccivora
Pest,Spalgis Epius
Crop,Abutilon
Crop,Acalypha
Crop,Vernonia
Crop,Convolvulus
Disease,Sooty Mould Fungus
Disease,Mycoplasma Disease
Disease,Lethal Yellowing
Pest,Encarsia
Pest,Chilocorus Nigrita
Pest,Chilomenus Sexmaculatus
Pesticide,Fish Oil Rosin Soap
Crop,Zizyphus
Crop,Pomegranate
Crop,Bauhinia
Crop,Loquat
Crop,Moringa
Crop,Eugenia
Crop,Aonla
Crop,Tamarind
Pest,Hadda Beetle
Pest,Ash Weevils
Pest,Leafhoppers
Pest,Serpentine Leafminer
Crop,Pusa Purple Round
Crop,Arka Kusumakar
Crop,Doli -5
Disease,Muranai Disease
Pest,Aceria Cajani
Pest,Aceria Sorghi
Pest,Aceria Oryzae
Pest,Amblyseius Ovalis
Pesticide,Carbon Disulphide
Pesticide,Chloroform
Pesticide,Petrol
Disease,Bud Necrosis
Pest,Polyphagodorsonemous Latus
Pest,Shoot And Fruit Borer
Pest,Fruit Borer
Disease,Tomato Leaf Curl
Disease,Pea Mosaic Virus
Pest,Pea Aphid
Crop,Ae 57
Crop,Pms 8
Crop,Parkins Long Green
Crop,Pkx 9275
Crop,Karnual Special
Pesticide,B.T Formulation
Pesticide,Dipel
Disease,Sooty Mould
Disease,Chilli Powdery Mildew
Fertilizer,Thiram
Fertilizer,Captan
Fertilizer,Ziram
Fertilizer,Wettable Sulphur
Fertilizer,Zineb
Disease,Soft Rot Fungus
Disease,Alternaria Rot
Pest,Meloidogyne Javanica
Pest,Scale Insects
Weather,High Humidity
Weather,High Moist Condition
Season,Autumn
Season,Oct
Season,Dec
Disease,Blossom-End Rot
Disease,Powdery Mildew
Disease,Brown Rot
Pest,Cestius Phycytis
Pest,Empoasca Devastans
Pest,Hishimonas Phycitis
Pesticide,Metasystox
Fertilizer,Trichoderma Viride
Pesticide,Pcnb
Crop,Fennel
Crop,Datura
Crop,Vinca Rosea
Crop,Kufri Sindhuri
Crop,Kufri Bahar
Crop,Kufri Chamatkar
Crop,Kufri Jyothi
Crop,Kufri Muthu
Crop,Kufri Swarna
Crop,Parbhani Kranti
Crop,Arka Abhay
Crop,Arka Anamika
Crop,Varsha Uphar
Crop,Seed Tubers
Disease,R. Solanacearum
Crop,Muskmelon
Disease,Fusarium Oxysporum F. Sp. Melonis
Disease,Fusarium Oxysporum F. Sp. Niveum
Pesticide,Thiophanate-Methyl
Pest,Cucumber Beetles
Pest,Striped Cucumber Beetle
Pest,12-Spotted Cucumber Beetle
Season,Season
Soil,Crop Residue
Crop,Cucurbit
Disease,Alternaria Blight
Disease,Beet Curly Top Virus
Pest,Myzus Persicae
Pest,Aphid Fabae
Disease,Tobacco Mosaic Virus
Disease,Xanthomonas Campestris Pv. Campestris
Disease,Club Root
Nutrient,Oospores
Nutrient,Zoospores
Disease,Black Rot
Pesticide,Sodium Hypochlorite
Crop,Egg Plant
Crop,Ground Nut
Fertilizer,Trisodium Phosphate
Disease,Tomato Mosaic Virus
Disease,Spotted Wilt Virus
Pest,Frankliniella Schultzi
Pest,F. Occidentalis
Weather,Moisture
Weather,Warm Weather
Weather,Rainy Weather
Disease,Early Blight
Disease,Alternaria Solani
Disease,Cucumber Mosaic Virus
Disease,Erysiphe Polygonii
Disease,Cercospora Leaf Spot
Disease,Cercospora Sp.
Fertilizer,Copper Oxychloride
Pesticide,Sulfur
Crop,Southern Peas
Disease,Sclerotia
Disease,Mycelium
Disease,Penicillium
Disease,Chlamydospores
Disease,Oospores
Disease,Basidiospores
Pesticide,Aureofunginsol
Pest,Stephanitis Typica
Disease,Botryodiplodia Palmarum
Disease,M. Grisea
Disease,Leaf Blast
Disease,Nodal Blast
Disease,Neck Blast
Disease,Helminthosporium Oryzae
Disease,Bipolaris Oryzae
Disease,Cochliobolus Miyabeanus
Disease,Cercospora Janseana
Pesticide,Edifenphos
Pesticide,Neem Seed Kernal Extract
Crop,Panicle
Season,Seedling Stage
Season,Post Transplanting Tillering Stage
Season,Neck Emergence Stage
Disease,False Smut
Disease,Ustilaginoidea Virens
Disease,Udbatta Disease
Disease,Ephelis Oryzae
Disease,Bakanae Disease
Disease,Fusarium Moniliforme
Pesticide,P.Fluorescens
Crop,Mansarovar
Crop,Swarau Dhan
Crop,Pankaj
Crop,Ir 20
Crop,Pankhari203
Crop,Bm66
Crop,Bm68
Crop,Latisail
Crop,Ambemohar102
Crop,Kamod253
Crop,Ir50
Crop,Co45
Crop,Leersia Spp.
Crop,Plantago Najor
Crop,Paspalum Dictum
Crop,Cyanodon Dactylon
Crop,Echinochloa Crusgalli
Crop,Panicum Miliaceaum
Weather,High Temperature
Weather,Cloudy Weather
FarmerPractice,Burning Of Stubbles
FarmerPractice,Hot Water Treatment
FarmerPractice,Clipping Of Tip Of The Seedling
Disease,Rice Grassy Stunt Tenuivirus
Pesticide,Phosphamidon
Pesticide,Fenthinon
Disease,Rice Tungro Disease
Crop,Ir62
Crop,Ir64
Pesticide,Ziram
Crop,Heteropogen Centortus
Disease,Ustilago Nuda Tritici
Disease,Karnal Bunt
Disease,Puccinia Recondita F. Sp. Tritici
Pest,S. Asiatica
Pest,S. Densiflora
Symptom,Honey Dew
Symptom,Black Teliospores
Symptom,Brown Smut Spores
Disease,Grain Mould
Weather,High Rainfall
Weather,Cool Night Temperature
Season,November - December
Location,Northern Hills
Disease,Fusarium Sp
Disease,Sclerotinia Rot
Disease,Molya Disease
Pest,Heterodera Avenae
Crop,Wcc-75
Crop,Co (Cu)9
Disease,Gloeocercospora Sp.
Crop,Oats
Crop,Green Gram
Crop,Varagu
Crop,Sudan Grass
Crop,Johnson Grass
Crop,Co1
Crop,Coh1
Crop,Coh2
Crop,Sn-65
Crop,Sws-8029
Crop,Diva
Crop,Zenit
Crop,Oxalis Corniculata
Crop,Euchlaena Mexicana
Pest,Perigrimus Maidis
Soil,Chlamydospores
Soil,Sclerotia
Soil,Free Water
Weather,Low Temperature
FarmerPractice,Monoculturing
FarmerPractice,Successive Ratoon Cropping
FarmerPractice,Long Crop Rotation
FarmerPractice,Rogue Out Infected Plants
FarmerPractice,Grow Resistant Varieties
Pest,Cane Borer
Nutrient,Boran
Weather,Dry Weather
Weather,Prolonged Rainfall
Location,Disease-Free Area
Crop,Collateral Hosts
Crop,Zea Mays
Crop,Pennisetum Americanum
Crop,Eleusine Indica
Crop,Setaria Lutescens
Crop,Stenotaphrum Secondatum
Crop,Digitaria Didactyla
Crop,Saccharum Spontaneum L.
Crop,S. Barberi
Disease,Pythium Aphanidermatum
Disease,Pythium Debaryanum
Disease,Pythium Graminicola
Disease,Pythium Ultimum
Disease,Sugarcane White Leaf
FarmerPractice,Hot Water
Crop,Suguna
Crop,Sudarshan
Disease,Post-Emergence Damping Off
Soil,Mycelium
Soil,Oospores
Pest,Rootknot Nematodes
Pest,Meloidogyne Incognita Var. Acrita
Disease,Frog-Eye Spot
Nutrient,Alternin
Pesticide,Maneb
Pesticide,Benomyl
Disease,Tobacco Mosaic Tobamovirus
Pest,Broom Rape
Pest,Orobanche Cernua Var. Desertorum
Fertilizer,T.Harzianum
Pesticide,Allyl Alcohol
Crop,Bougainvillea
Crop,Basella Alba
Crop,Tmv Rr2
Crop,Tmv Rr 2A
Crop,Tmv Rr3
Crop,Moth Bean
Disease,Groundnut Rosette Assistor Virus
Disease,Groundnut Rosette Virus
Disease,Groundnut Rosette Satellites
Pest,Aphis Craccivora
Pest,A. Gossipii
Pest,T. Tabaci
Pest,Frankliniella Sp.
Disease,Phytophthora Parasitica
Weather,Low Soil Moisture
Weather,High Soil Temperature
Weather,Prolonged Rainy Season
FarmerPractice,Water Logging
FarmerPractice,Heavy Seed Rate
FarmerPractice,Intercropping With Red Gram
Crop,Jyothi
Crop,Jwala
Crop,Gch-4
Crop,Dch-30
Crop,Shb 145
Pesticide,Karathane
Pesticide,Calixin
Pesticide,Iprodion
Pesticide,Oxytetracycline Hydrochloride
Pesticide,Streptomycin Sulphate
Soil,Weed Hosts
Weather,Cool Winter Climate
Weather,Prolonged Drought
FarmerPractice,Deep Summer Ploughing
FarmerPractice,Proper Spacing
FarmerPractice,Remove And Destroy Diseased Plants
FarmerPractice,Avoid Water Logging
FarmerPractice,Burning Of Crop Debris
Crop,Brassica Campestris Var. Toria
Crop,B. Rapa
Crop,Cicer Arietinum
Crop,Crotalaria Sp.
Crop,Trifolium Sp.
Crop,Arachis Hypogaea
Pesticide,Thirnet 10G
Pesticide,Phorate 10 G
Disease,Colletotrichum Sp.
Disease,Colletotrichum Capsici
Disease,A. Niger
Disease,Rhizopus Nigricans
Disease,Nematospora Nagpuri
Disease,Botryodiplodia Sp.
Disease,Fusarium Udum
Disease,Uromyces Phaseoli Typica
Crop,Vbn-1
Crop,Pdu 10
Crop,Ic12/2
Crop,Plu 322
Disease,Colletotrichum Lindemuthianum
Weed,Aristolochia Bracteata
Weed,Digera Arvensis
Weather,Cool And Wet Seasons
FarmerPractice,Disease Free Seed
Disease,Narrow Brown Leaf Spot
Weather,Moist Weather
Weather,Rainy Days
Weather,Low Night Temperature
Nutrient,Excessive Nitrogen
Pest,Nephotettix Virescens
Pest,Nephotettix Cinct
Pesticide,Phosphomidan
Crop,Co25
Crop,Co26
Crop,Pusa 44
Crop,Wg 377
Disease,Black Rust
Disease,Brown Rust
Disease,Yellow Rust
Disease,Crerebella Sorghivulgaris
Soil,Spores
Nutrient,Honey Dew
Weather,Wet Weather
Soil,High Soil Moisture
Season,Early Flowering
Disease,A.Triticina
Disease,B.Sorokiniana
Disease,A.Alternate
Crop,Cenchrus Ciliaris
Crop,C. Setigerus
Soil,Conidia
FarmerPractice,Treat The Seeds
FarmerPractice,Spray The Crop
Disease,Maize Mosaic Potyvirus
Disease,Colletotrichum Falcatum
Disease,Physalospora Tucumanensis
Pesticide,Emisan
Weather,High Soil Moisture
Weather,Frequent Rainfall
Disease,Necrotic Areas
Disease,Conidiophores
Disease,Conidia
Pesticide,Thiophanate Methyl
Disease,Mosaic Burn
Pesticide,Kerosene
FarmerPractice,Decoy Or Trap Crops
Crop,Alr 1
Crop,Arachis Marginata
Crop,A. Nambyquarae
Crop,A. Prostrate
Weather,Heavy Rainfall
FarmerPractice,Deep Sowing
FarmerPractice,Removal Of Infected Plants
FarmerPractice,Destruction Of Plant Debris
Disease,A. Flavus
Crop,Euphorbia Obtusifolia
Crop,E.Geniculata
Crop,E.Marginata
Disease,Fusarium Oxysporum F.Sp. Sesami
Fertilizer,Well Rotten Manures
Soil,Low-Lying And Ill Drained Soils
Weather,Dry Humid Weather
Weather,Low Relative Humidity
Weather,Continuous Rainy Weather
Weather,Day Temperature Of 25.5° To 30.5°C
Irrigation,Copious Irrigation
FarmerPractice,Clean Cultivation And Field Sanitation
FarmerPractice,Planting In Mid-September
Disease,"Hyaline, Septate Mycelium"
Disease,Cleistothecia
Disease,Ascospores
Disease,Obligate Parasite
Soil,Plant Debris
Pesticide,Strephocyclin
Disease,Pleomorphic Mycoplasma
Pest,Jassid
Disease,Anthracnose -Colletotrichum Sp.
Fertilizer,Thirnet
Disease,Disease
Season,Cool And Wet Seasons
Soil,Infected Plant Tissues
Soil,Infected Plant Debris
Disease,Acrocylindrium Oryzae
Crop,Simhapuri
Crop,Bala
Crop,Bam 10
Crop,Ir-20
Crop,Tellahamsa
Crop,Kakatiya
Location,Godavari Delta
District,Nellore
District,Chittor
Weather,25-30 °C
Weather,80%
Weather,93-99%
Weather,15-20 °C
Disease,Cercospora Oryzae
Location,Surinam
Disease,Kresek Disease
District,Godavari
Crop,Mtu 9992
Crop,Swarna
Crop,Ajaya
Crop,Ir 42
Crop,Ir 50
Crop,Ir 54
Crop,Mashuri
Crop,Iet 4141
Crop,Iet 1444
Crop,Iet 2508
Crop,Chinsura Boro
Pesticide,Agrimycin
Location,Philippines
State,U.P
State,Mp
State,Ap
Crop,Ir 8
Crop,Padma
Crop,Krishna
Crop,Jagannath
Disease,Tungro
Disease,Penyakitmerah
Disease,Rtbv
Disease,Rtsv
Disease,Colletotrichum Graminicola
State,Delhi
Crop,Spv 162
Crop,Csv 17
Crop,Texas Milo
Crop,Tift Sudan
Soil,Oxalis Corniculata
Crop,Csh 5
Crop,Spv 13
Crop,81
Crop,126
Crop,Psh 1
Crop,Ck 60 A
Pest,Cerebella Sorghivulgaris
Disease,Fusarium Semitectum
Disease,F.Moniliforme
Disease,C. Lunata
Crop,Gmrp 4
Crop,Gmrp 9
Crop,Gmrp 13
Crop,Csv 15
Crop,S. Halapense
Crop,S. Sudanens
Crop,E-36-1
Crop,Csv 5
Crop,Csh 7-R
Crop,Spv 126
Crop,Spv 193
Location,Andhra Pradesh
District,Warangal
District,Karimnagar
District,Medak
District,Nizamabad
District,Adilabad
District,Ranga Reddy
Pest,Striga
Crop,Dhm-1
Crop,Dhm-103
Crop,Dhm 105
Crop,Ganga Safed-2
Disease,Peronosclerospora Sacchari
Crop,Sorghum Bicolor
Crop,Sorghum Halapense
Crop,Digitaria Sanguinalis
Crop,Dmr-5
Crop,Ganaga Ii
Pesticide,Apron 35Sd
Pesticide,Metalaxyl Mz
Pesticide,Ridomil Mz
Crop,Hb 3
Crop,Bj 104
Crop,Rt 814-3
Crop,Pt 826/4
Crop,Pt 829/5
District,Chittoor
State,A.P
Crop,Dc 7
Crop,Mpp 7131
Crop,Mpp 7108
Crop,Ratnagiri
Crop,Padmavati
Crop,Gowtami
Crop,Godavari
Pest,Rophalosiphum Maydis
Disease,Black Stem Rust
State,M.P
State,W.B
Location,Eastern Parts Of U.P
Location,Nilgiri
Location,Pulney Hills
Crop,Thalictrum
Crop,Berberis
Crop,Mahonia
Crop,Kalyanasona
Crop,Sonalika
Crop,Choti Lerma
Crop,Lerma Rojo
Crop,Safed Lerma
Crop,Np 700
Crop,Np 800
Pesticide,Plantavax
Crop,Isopyrum Fumaroides
Pesticide,Rh-124
Pesticide,Dithiocarbamates
Crop,Sonara-64
Location,Karnal
Location,Nilgiris
Pest,Agropyron Semicostatum
Pest,Bromus Catharaticus
Pest,Bromus Japonicus
Pest,Hordeum Murinum
Crop,Pv 18
Crop,Wg 307
Crop,Hd 450
Pesticide,Copper Carbonate
Disease,Tundu Disease
Crop,Co.25
Crop,Arnautka
Crop,E6160
Crop,K7340
Disease,Corynebacterium
Disease,Xanthomonas Campestris Pv. Malvacearum
Fertilizer,Sodium Chloride
State,A.P.
Country,Ussr
Weather,20-30 0 C
Weather,30-40 0 C
Weather,85 Per Cent
Disease,Cercospora Gossypina
Disease,Phakopsora Uredia
Season,North-East Monsoon
Soil,Low Lying And Ill-Drained Soils
Soil,Heavy Soils With Alkaline Reaction
FarmerPractice,Disease Resistant Varieties
FarmerPractice,Removal Of Infected Plant Debris
Crop,Gramma Grass
