source,relation,target
Andhra Pradesh,GROWN_IN,Red Gram (Tur/Arhar)
Andhra Pradesh,GROWN_IN,Green Gram (Moong)
Andhra Pradesh,GROWN_IN,Black Gram (Urad)
Andhra Pradesh,GROWN_IN,Chickpea (Gram)
Andhra Pradesh,GROWN_IN,Ridge Gourd (Tori)
Andhra Pradesh,GROWN_IN,Land
Andhra Pradesh,GROWN_DURING,Micro-Irrigation
Andhra Pradesh,GROWN_DURING,Micro-Irrigation
Andhra Pradesh,GROWN_DURING,Brackishwater
Andhra Pradesh,AFFECTED_BY,Droughts
Andhra Pradesh,AFFECTED_BY,Severe Cyclonic Storms
Andhra Pradesh,AFFECTED_BY,Fmd
Andhra Pradesh,CONTROLLED_BY,Chickpea
Andhra Pradesh,CONTROLLED_BY,Pesticides
Andhra Pradesh,CONTROLLED_BY,Crop Insurance
Andhra Pradesh,CONTROLLED_BY,High Yield Varieties
Andhra Pradesh,DEPENDS_ON,Agriculture Credit
Andhra Pradesh,REQUIRES,Micro Irrigation
Andhra Pradesh,REQUIRES,Cold Storage Structures
Andhra Pradesh,REQUIRES,Micro Irrigation
Kharif,GROWN_DURING,Rice
Kharif,GROWN_DURING,Summer
Kharif,GROWN_DURING,June
Kharif,GROWN_DURING,November
Kharif,GROWN_DURING,Green Gram
Rabi,GROWN_DURING,Sorghum
Rabi,GROWN_DURING,April
Rabi,GROWN_DURING,May
Rabi,GROWN_DURING,Mid-November
Rabi,REQUIRES,Irrigation
Rabi,REQUIRES,Rainwater
Zaid,GROWN_DURING,March
Jammu And Kashmir,GROWN_IN,Paddy
Jammu And Kashmir,GROWN_IN,Rice
Jammu And Kashmir,GROWN_IN,Bajra
Jammu And Kashmir,GROWN_IN,Wheat
Jammu And Kashmir,GROWN_IN,Barley
Jammu And Kashmir,GROWN_IN,Maize
Jammu And Kashmir,GROWN_IN,Oilseeds
Jammu And Kashmir,GROWN_IN,Pulses
Jammu And Kashmir,GROWN_IN,Vegetables
Jammu And Kashmir,GROWN_IN,Fodder
Jammu And Kashmir,GROWN_IN,Ladakh
Jammu And Kashmir,GROWN_IN,Jammu
Jammu And Kashmir,GROWN_IN,India
Jammu And Kashmir,GROWN_IN,Apple
Jammu And Kashmir,GROWN_IN,Basmati Rice
Jammu And Kashmir,GROWN_IN,Fruits
Jammu And Kashmir,GROWN_IN,Rajmash
Jammu And Kashmir,GROWN_IN,Potato
Jammu And Kashmir,GROWN_IN,Red Rice
Jammu And Kashmir,GROWN_IN,Walnut
Jammu And Kashmir,GROWN_IN,Ginger
Jammu And Kashmir,GROWN_IN,Turmeric
Jammu And Kashmir,GROWN_IN,Saffron
Jammu And Kashmir,GROWN_IN,Spices
Jammu And Kashmir,GROWN_IN,Mango
Jammu And Kashmir,GROWN_IN,Guava
Jammu And Kashmir,GROWN_IN,Citrus
Jammu And Kashmir,GROWN_IN,Jammu
Jammu And Kashmir,GROWN_IN,Jammu
Jammu And Kashmir,GROWN_IN,Kashmir
Jammu And Kashmir,GROWN_IN,Almond
Jammu And Kashmir,GROWN_IN,Litchi
Jammu And Kashmir,GROWN_IN,Phalsa
Jammu And Kashmir,GROWN_IN,Ber
Jammu And Kashmir,GROWN_IN,Pear
Jammu And Kashmir,GROWN_IN,Peach
Jammu And Kashmir,GROWN_IN,Plum
Jammu And Kashmir,GROWN_IN,Apricot
Jammu And Kashmir,GROWN_IN,Cherry
Jammu And Kashmir,GROWN_IN,Kashmir
Jammu And Kashmir,GROWN_IN,Ladakh
Jammu And Kashmir,GROWN_IN,Kashmir
Jammu And Kashmir,AFFECTED_BY,Climate Change
Jammu And Kashmir,AFFECTED_BY,Climate Change
Jammu And Kashmir,AFFECTED_BY,Erratic Rainfall
Jammu And Kashmir,DEPENDS_ON,Irrigation
Jammu And Kashmir,DEPENDS_ON,Green Fodder
Jammu And Kashmir,DEPENDS_ON,Green Fodder
Jammu And Kashmir,DEPENDS_ON,Dry Fodder
Jammu And Kashmir,DEPENDS_ON,Concentrate Feed
Jammu And Kashmir,REQUIRES,Irrigation
Oilseeds,GROWN_IN,Jammu And Kashmir
Oilseeds,GROWN_IN,Punjab
Oilseeds,GROWN_IN,India
Oilseeds,GROWN_IN,Jammu And Kashmir
Oilseeds,GROWN_IN,Adilabad
Oilseeds,GROWN_IN,Punjab
Oilseeds,GROWN_IN,Adilabad
Oilseeds,GROWN_DURING,Jammu And Kashmir
Oilseeds,GROWN_DURING,Jammu And Kashmir
Pulses,GROWN_IN,Jammu And Kashmir
Pulses,GROWN_IN,Punjab
Pulses,GROWN_IN,India
Pulses,GROWN_IN,Goa
Pulses,GROWN_IN,Jammu And Kashmir
Pulses,GROWN_IN,West Bengal
Pulses,GROWN_IN,Irrigation Channels
Pulses,GROWN_IN,Adilabad
Pulses,GROWN_IN,Punjab
Pulses,GROWN_IN,Adilabad
Pulses,GROWN_DURING,Jammu And Kashmir
Pulses,GROWN_DURING,Jammu And Kashmir
Pulses,GROWN_DURING,Dryland Agriculture
Pulses,GROWN_DURING,Dry Season
Pulses,AFFECTED_BY,Leaf Miner
Pulses,AFFECTED_BY,Lepidoptera
Pulses,AFFECTED_BY,Leaf Cutter Bee
Pulses,AFFECTED_BY,Lepidoptera
Pulses,CONTROLLED_BY,Malathion 50 Ec
Pulses,CONTROLLED_BY,Phosalone 50 Ec
Pulses,CONTROLLED_BY,Dimethoate 30 Ec
Pulses,CONTROLLED_BY,Endosulfan 35 Ec
Pulses,CONTROLLED_BY,Pulse Revolution
Pulses,DEPENDS_ON,High Yielding Variety Of Seeds
Pulses,REQUIRES,Nutrient
Vegetables,GROWN_IN,Jammu And Kashmir
Vegetables,GROWN_IN,Punjab
Vegetables,GROWN_IN,India
Vegetables,GROWN_IN,Organic Certification
Vegetables,GROWN_IN,Gujarat
Vegetables,GROWN_IN,Kashmir
Vegetables,GROWN_IN,Jammu And Kashmir
Vegetables,GROWN_IN,West Bengal
Vegetables,GROWN_IN,Kashmir
Vegetables,GROWN_IN,Bandipora
Vegetables,GROWN_IN,Punjab
Vegetables,GROWN_IN,Kashmir
Vegetables,GROWN_IN,North East Region
Vegetables,GROWN_DURING,November
Vegetables,GROWN_DURING,December
Vegetables,GROWN_DURING,November
Vegetables,AFFECTED_BY,Pesticides
Vegetables,AFFECTED_BY,Postharvest Management
Vegetables,AFFECTED_BY,Cold Chain Management
Vegetables,CONTROLLED_BY,Agro-Climatic Suitability
Vegetables,DEPENDS_ON,High Yielding Variety Of Seeds
Vegetables,REQUIRES,Irrigation
Vegetables,REQUIRES,Nitrogen Fertilizer
Vegetables,REQUIRES,Irrigation
Vegetables,REQUIRES,Nutrient
Vegetables,PREVENTED_BY,Bacterial Load
Fodder,GROWN_IN,Jammu And Kashmir
Fodder,GROWN_IN,Kerala
Fodder,GROWN_IN,Kerala
Fodder,GROWN_IN,Jammu And Kashmir
Fodder,REQUIRES,Feed
Kashmir Valley,GROWN_IN,Apple
Kashmir Valley,GROWN_DURING,Sub-Tropical
Ladakh,GROWN_IN,Barley
Food Grains,GROWN_IN,India
Food Grains,AFFECTED_BY,Pesticides
Food Grains,AFFECTED_BY,Agri Labourers
Food Grains,AFFECTED_BY,Agri Workers
Food Grains,AFFECTED_BY,Famine
Food Grains,AFFECTED_BY,Famine
Food Grains,CONTROLLED_BY,Organic Farming
Food Grains,CONTROLLED_BY,Hermetic Storage
Food Grains,REQUIRES,Irrigation
Food Grains,REQUIRES,Soil
Food Grains,REQUIRES,Fertilizers
Food Grains,REQUIRES,Water
Food Grains,REQUIRES,Water
Food Grains,REQUIRES,Weather
Food Grains,REQUIRES,Water
Food Grains,REQUIRES,Water
Food Grains,REQUIRES,Irrigation
Food Grains,REQUIRES,Water
Food Grains,REQUIRES,Land
Irrigation,AFFECTED_BY,Waterlogging
Irrigation,AFFECTED_BY,Double Monsoons
Irrigation,CONTROLLED_BY,Rice
Irrigation,CONTROLLED_BY,Summer Monsoons
Irrigation,CONTROLLED_BY,Winter Monsoons
Irrigation,DEPENDS_ON,Wheat
Irrigation,DEPENDS_ON,Groundwater
Irrigation,DEPENDS_ON,Weather
Irrigation,REQUIRES,Water
Irrigation,REQUIRES,Water
Irrigation,REQUIRES,Water
Irrigation,REQUIRES,Water
Irrigation,REQUIRES,Water
Irrigation,REQUIRES,Crops
Economic Survey Of J&K 2014-15,AFFECTED_BY,Food Grains
Soil,AFFECTED_BY,Fertilizers
Soil,AFFECTED_BY,Bacteria
Soil,AFFECTED_BY,Fungi
Soil,AFFECTED_BY,Nematodes
Soil,AFFECTED_BY,High Humidity
Soil,AFFECTED_BY,Low Temperature
Soil,AFFECTED_BY,High Soil Moisture
Soil,AFFECTED_BY,High Soil Moisture
Soil,AFFECTED_BY,Frequent Rainfall
Soil,DEPENDS_ON,Gypsum
Soil,DEPENDS_ON,Npk
Soil,DEPENDS_ON,Rhizobium
Soil,DEPENDS_ON,Nutrients
Soil,DEPENDS_ON,Azospirillum
Soil,DEPENDS_ON,Trichoderma Spp.
Soil,DEPENDS_ON,Fym
Soil,DEPENDS_ON,Borax
Soil,DEPENDS_ON,Water
Soil,DEPENDS_ON,Znso4
Soil,DEPENDS_ON,Gypsum
Soil,DEPENDS_ON,Trichoderma Spp.
Soil,DEPENDS_ON,Water
Soil,DEPENDS_ON,Organic Matter
Soil,DEPENDS_ON,Azospirillum
Soil,DEPENDS_ON,Znso4
Soil,DEPENDS_ON,Azospirillum
Soil,DEPENDS_ON,Npk
Soil,DEPENDS_ON,Psb
Soil,DEPENDS_ON,Azospirillum
Soil,DEPENDS_ON,Micronutrient Mixture
Soil,DEPENDS_ON,Mnso4
Soil,DEPENDS_ON,Micronutrient Mixture
Soil,DEPENDS_ON,Psb
Soil,DEPENDS_ON,Borax
Soil,DEPENDS_ON,Gypsum
Soil,DEPENDS_ON,Psb
Soil,DEPENDS_ON,Znso4
Soil,DEPENDS_ON,Azospirillum
Soil,DEPENDS_ON,Water
Soil,DEPENDS_ON,Crop Residue
Soil,DEPENDS_ON,Water
Soil,DEPENDS_ON,Climate
Soil,DEPENDS_ON,Organic Matter
Soil,DEPENDS_ON,Water
Soil,DEPENDS_ON,Trichoderma Spp.
Soil,DEPENDS_ON,Trichoderma Spp.
Soil,REQUIRES,Trichoderma
Soil,REQUIRES,Trichoderma
Soil,REQUIRES,Trichoderma
Soil,REQUIRES,Trichoderma
Soil,REQUIRES,Fym
Soil,REQUIRES,Perlite
Soil,REQUIRES,Cocopeat
Soil,REQUIRES,Vermiculite
Soil,REQUIRES,Trap Crop
Soil,REQUIRES,Phosphorus
Soil,REQUIRES,Zn
Soil,REQUIRES,Fe
Soil,REQUIRES,Nitrogen
Soil,REQUIRES,Organic Manure
Soil,REQUIRES,Magnesium
Soil,REQUIRES,Trichoderma
Soil,REQUIRES,Nitrogen
Soil,REQUIRES,S. Asiatica
Soil,REQUIRES,S. Densiflora
Soil,REQUIRES,Trichoderma
Soil,REQUIRES,Trap Crop
Soil,REQUIRES,Trichoderma
Soil,HAS_SYMPTOM,Black Rot
Soil,HAS_SYMPTOM,Tomato Mosaic Virus
Soil,HAS_SYMPTOM,Nutrient
Conservation Agriculture,PREVENTED_BY,Ghg Emission
Gypsum,AFFECTED_BY,Soil Moisture
Gypsum,CONTROLLED_BY,Punjab
Gypsum,CONTROLLED_BY,Fym
Gypsum,CONTROLLED_BY,Sodicity
Gypsum,CONTROLLED_BY,Punjab
Gypsum,REQUIRES,Sugarcane
Gypsum,REQUIRES,Soil
Gypsum,REQUIRES,Soil Health
Gypsum,REQUIRES,Sulphur
Gypsum,REQUIRES,Calcium
Gypsum,REQUIRES,Sulphur
Gypsum,REQUIRES,Calcareous Soils
Gypsum,REQUIRES,Sulphur
Gypsum,PREVENTED_BY,Sarocladium Oryzae
Sodic Soils,GROWN_IN,Karur District
Sodic Soils,AFFECTED_BY,Untreated Distillery Effluent
Sodic Soils,CONTROLLED_BY,Gypsum
Sodic Soils,CONTROLLED_BY,Gypsum
Sodic Soils,CONTROLLED_BY,Gypsum
Sodic Soils,CONTROLLED_BY,Coir Dust
Sodic Soils,CONTROLLED_BY,Phosphogypsum
Sodic Soils,CONTROLLED_BY,Iron Pyrites
Sodic Soils,CONTROLLED_BY,Elemental Sulphur
Sodic Soils,CONTROLLED_BY,Press-Mud
Sodic Soils,CONTROLLED_BY,Farmyard Manure
Sodic Soils,CONTROLLED_BY,Coir Dust
Sodic Soils,CONTROLLED_BY,Green Manures
Sodic Soils,REQUIRES,Saline Soils
Npk,REQUIRES,Rice
Npk,REQUIRES,Pearl Millet
Npk,REQUIRES,Sorghum
Npk,REQUIRES,Soil
Npk,REQUIRES,Fym
Npk,REQUIRES,Soil Moisture
Pesticides,AFFECTED_BY,Soil
Pesticides,CONTROLLED_BY,Gypsum
Pesticides,CONTROLLED_BY,Herbicides
Pesticides,CONTROLLED_BY,Fungicides
Pesticides,CONTROLLED_BY,Insecticides
Pesticides,CONTROLLED_BY,Fertilizers
Pesticides,CONTROLLED_BY,Fssai
Pesticides,CONTROLLED_BY,Synthetic Fertilizers
Pesticides,CONTROLLED_BY,Public Sector
Pesticides,CONTROLLED_BY,Farmers
Pesticides,CONTROLLED_BY,Cibrc
Pesticides,CONTROLLED_BY,Fssai
Pesticides,CONTROLLED_BY,Cibrc
Pesticides,CONTROLLED_BY,Sprayers
Pesticides,CONTROLLED_BY,Agrochemical
Pesticides,CONTROLLED_BY,Chemical Spraying Equipment
Pesticides,REQUIRES,Wheat
Pesticides,REQUIRES,Fertilizers
Pesticides,REQUIRES,Tomato
Pesticides,REQUIRES,Capsicum
Pesticides,REQUIRES,Cabbage
Pesticides,REQUIRES,Cauliflower
Pesticides,REQUIRES,Knolkhol
Pesticides,REQUIRES,High Yielding Varieties Of Seeds
Pesticides,REQUIRES,High Yielding Varieties Of Seeds
Pesticides,PREVENTED_BY,Natural Enemies
Pesticides,PREVENTED_BY,Natural Enemy
Fertilizer,AFFECTED_BY,Tnau Mn Mixture
Fertilizer,CONTROLLED_BY,India
Fertilizer,CONTROLLED_BY,Carbendazim
Fertilizer,CONTROLLED_BY,Azospirillum
Fertilizer,CONTROLLED_BY,Trichoderma Viride
Fertilizer,CONTROLLED_BY,Trichoderma Viride
Fertilizer,CONTROLLED_BY,Dap
Fertilizer,CONTROLLED_BY,Thiram
Fertilizer,CONTROLLED_BY,Trichoderma Viride
Fertilizer,CONTROLLED_BY,Azospirillum
Fertilizer,CONTROLLED_BY,Phosphobacteria
Fertilizer,CONTROLLED_BY,Azophos
Fertilizer,CONTROLLED_BY,Kcl
Fertilizer,CONTROLLED_BY,Azospirillum
Fertilizer,CONTROLLED_BY,Phosphobacteria
Fertilizer,CONTROLLED_BY,Kcl
Fertilizer,CONTROLLED_BY,Azospirillum
Fertilizer,CONTROLLED_BY,Phosphobacteria
Fertilizer,CONTROLLED_BY,Azophos
Fertilizer,CONTROLLED_BY,Azophos
Fertilizer,CONTROLLED_BY,Trichoderma Viride
Fertilizer,CONTROLLED_BY,Dap
Fertilizer,CONTROLLED_BY,Mgso4
Fertilizer,CONTROLLED_BY,Azospirillum
Fertilizer,CONTROLLED_BY,Phosphobacteria
Fertilizer,REQUIRES,Vegetables
Fertilizer,REQUIRES,Soil
Fertilizer,REQUIRES,Npk
Fertilizer,REQUIRES,Tomato
Fertilizer,REQUIRES,Capsicum
Fertilizer,REQUIRES,Phosphorus
Fertilizer,REQUIRES,Cabbage
Fertilizer,REQUIRES,Cauliflower
Fertilizer,REQUIRES,Knolkhol
Fertilizer,REQUIRES,Nitrogen
Fertilizer,REQUIRES,Potassium
Fertilizer,REQUIRES,Zinc
Fertilizer,REQUIRES,Nitrogen
Fertilizer,REQUIRES,Crops
Jammu Region,GROWN_IN,Basmati Rice
Punjab,GROWN_IN,Paddy
Punjab,GROWN_IN,Rice
Punjab,GROWN_IN,Cotton
Punjab,GROWN_IN,Wheat
Punjab,GROWN_IN,Maize
Punjab,GROWN_IN,Sugarcane
Punjab,GROWN_IN,Oilseeds
Punjab,GROWN_IN,Pulses
Punjab,GROWN_IN,Vegetables
Punjab,GROWN_IN,Food Grains
Punjab,GROWN_IN,India
Punjab,GROWN_IN,Fruits
Punjab,GROWN_IN,Potato
Punjab,GROWN_IN,Spices
Punjab,GROWN_IN,Cucumber
Punjab,GROWN_IN,Peas
Punjab,GROWN_IN,Groundnut
Punjab,GROWN_IN,Livestock
Punjab,GROWN_IN,Jute
Punjab,GROWN_IN,Sugar Cane
Punjab,GROWN_IN,Poultry
Punjab,GROWN_IN,Fish
Punjab,GROWN_IN,Milk
Punjab,GROWN_IN,Eggs
Punjab,GROWN_IN,Radish
Punjab,GROWN_IN,Cabbage
Punjab,GROWN_IN,Cauliflower
Punjab,GROWN_IN,Poultry
Punjab,GROWN_IN,Honey
Punjab,GROWN_IN,Tobacco
Punjab,GROWN_IN,Carrots
Punjab,GROWN_IN,Poultry
Punjab,GROWN_IN,Shrimp
Punjab,GROWN_IN,Plantation Crops
Punjab,GROWN_IN,Milk
Punjab,GROWN_IN,Basmati
Punjab,GROWN_IN,Shrimp
Punjab,GROWN_IN,Land
Punjab,GROWN_IN,Kinnow
Punjab,GROWN_IN,Jute Products
Punjab,GROWN_IN,Fish
Punjab,GROWN_IN,Pears
Punjab,GROWN_IN,Honey
Punjab,GROWN_IN,Buffalo Meat
Punjab,GROWN_IN,Fruit
Punjab,GROWN_IN,Peaches
Punjab,GROWN_IN,Fresh Water Fish
Punjab,GROWN_DURING,Paddy
Punjab,GROWN_DURING,Wheat
Punjab,GROWN_DURING,Maize
Punjab,GROWN_DURING,Green Revolution
Punjab,GROWN_DURING,2016-17
Punjab,GROWN_DURING,1990S
Punjab,GROWN_DURING,Green Revolution
Punjab,GROWN_DURING,Brackishwater
Punjab,GROWN_DURING,2011-12
Punjab,GROWN_DURING,2010-11
Punjab,GROWN_DURING,2017-18
Punjab,GROWN_DURING,2018-19
Punjab,GROWN_DURING,2002
Punjab,GROWN_DURING,2007-08
Punjab,GROWN_DURING,1970S
Punjab,GROWN_DURING,1980S
Punjab,GROWN_DURING,2023-24
Punjab,GROWN_DURING,2024-25
Punjab,GROWN_DURING,2047
Punjab,AFFECTED_BY,98%
Punjab,AFFECTED_BY,191.7%
Punjab,CONTROLLED_BY,Chickpea
Punjab,CONTROLLED_BY,Irrigation
Punjab,CONTROLLED_BY,Pesticides
Punjab,CONTROLLED_BY,Tractor
Punjab,CONTROLLED_BY,Irrigation
Punjab,CONTROLLED_BY,Submersible Pumps
Punjab,DEPENDS_ON,Agrochemicals
Punjab,DEPENDS_ON,Water
Punjab,DEPENDS_ON,Water
Punjab,DEPENDS_ON,Water
Punjab,DEPENDS_ON,Water
Punjab,DEPENDS_ON,Water
Punjab,DEPENDS_ON,Irrigation Ratio
Punjab,DEPENDS_ON,Terms Of Trade Between Agriculture And Industry
Punjab,DEPENDS_ON,Surfaced Road Density
Punjab,DEPENDS_ON,Usd 10.09 Billion
Punjab,REQUIRES,Irrigation
Punjab,REQUIRES,Fertilizer
Punjab,REQUIRES,Irrigation Water
Punjab,REQUIRES,Irrigation
Punjab,REQUIRES,Insect Repellent
Punjab,HAS_SYMPTOM,Chandigarh
Haryana,GROWN_IN,Paddy
Haryana,GROWN_IN,Rice
Haryana,GROWN_IN,Cotton
Haryana,GROWN_IN,Food Grains
Haryana,GROWN_IN,Pesticides
Haryana,GROWN_IN,India
Haryana,GROWN_DURING,Brackishwater
Haryana,CONTROLLED_BY,Chickpea
Haryana,CONTROLLED_BY,Pesticides
Haryana,HAS_SYMPTOM,Salt-Affected Soils
India,GROWN_DURING,1991
India,GROWN_DURING,1990S
India,GROWN_DURING,2013-14
India,GROWN_DURING,1966-1967
India,GROWN_DURING,1967-68
India,GROWN_DURING,1970-71
India,GROWN_DURING,1982-81
India,GROWN_DURING,1990-91
India,GROWN_DURING,2004-2005
India,GROWN_DURING,2006-2007
India,AFFECTED_BY,San Jose Scale
India,AFFECTED_BY,Cottony Cushion Scale
India,AFFECTED_BY,Woolly Aphid
India,AFFECTED_BY,Golden Cyst Nematode
India,DEPENDS_ON,Urea
India,DEPENDS_ON,Water
India,DEPENDS_ON,Phosphorus
India,DEPENDS_ON,Water
India,DEPENDS_ON,Potassium
India,DEPENDS_ON,Water
India,DEPENDS_ON,Rainy Days
India,DEPENDS_ON,Water
India,DEPENDS_ON,Monsoon Rainfall
India,DEPENDS_ON,Water
India,DEPENDS_ON,Nitrogen-Based Fertilizers
India,DEPENDS_ON,Phosphorus
India,REQUIRES,Certified Seeds
India,GROWN_IN,Rice
India,GROWN_IN,Cotton
India,GROWN_IN,Sorghum
India,GROWN_IN,Wheat
India,GROWN_IN,Sugarcane
India,GROWN_IN,Kharif
India,GROWN_IN,Rabi
India,GROWN_IN,Zaid
India,GROWN_IN,Pulses
India,GROWN_IN,Vegetables
India,GROWN_IN,Pesticides
India,GROWN_IN,Basmati Rice
India,GROWN_IN,Herbicides
India,GROWN_IN,Fungicides
India,GROWN_IN,Insecticides
India,GROWN_IN,Fisheries
India,GROWN_IN,Fruits
India,GROWN_IN,Spices
India,GROWN_IN,Bio-Pesticides
India,GROWN_IN,Mustard
India,GROWN_IN,Fisheries
India,GROWN_IN,Tea
India,GROWN_IN,Coffee
India,GROWN_IN,Aquaculture
India,GROWN_IN,Fish
India,GROWN_IN,Milk
India,GROWN_IN,Edible Oils
India,GROWN_IN,Black Tea
India,GROWN_IN,Sugar
India,GROWN_IN,Sugar
India,GROWN_IN,Helminthosporium Oryzae
India,GROWN_IN,Crop Diversity
India,GROWN_IN,Indo-Gangetic Plain
India,GROWN_IN,Alluvial Soils
India,GROWN_IN,Black Soils
India,GROWN_IN,Lateritic Soils
India,GROWN_IN,Milk
India,GROWN_IN,Ganga
India,GROWN_IN,Ganga
India,GROWN_IN,Ganga
India,GROWN_IN,Aquaculture
India,GROWN_IN,Fertilizer Control Order
India,GROWN_IN,Comprehensive Marine Fisheries Policy
India,GROWN_IN,Seed Bill
India,GROWN_IN,Coastal Aquaculture Authority Act
India,GROWN_IN,Nutrient-Based Subsidy For Fertilizers
India,GROWN_IN,National Agroforestry Policy
India,GROWN_IN,National Policy On Marine Fisheries
India,GROWN_IN,National Mariculture Policy
India,GROWN_IN,Inland Fisheries And Aquaculture Policy
India,GROWN_IN,National Policy For Fisheries
India,GROWN_IN,Pesticide Management Bill
India,GROWN_IN,Millet
India,GROWN_IN,Fish
India,GROWN_IN,Non-Basmati Rice
India,GROWN_IN,Vegetable Oils
India,GROWN_IN,Animal Or Vegetable Fats And Oils
India,GROWN_IN,Groundnut Seed
India,GROWN_IN,Soybean Meal
Apple,GROWN_IN,India
Apple,GROWN_IN,Tamil Nadu
Apple,GROWN_IN,Tamil Nadu
Apple,GROWN_IN,Bandipora
Apple,GROWN_IN,Northern India
Apple,AFFECTED_BY,Pesticides
Apple,AFFECTED_BY,Apple Scab
Apple,AFFECTED_BY,Woolly Aphids
Apple,CONTROLLED_BY,Encarsia Perniciosi
Apple,CONTROLLED_BY,Aphytis Aonidiae
Apple,CONTROLLED_BY,Aphytis Vandenboschi
Basmati Rice,GROWN_IN,Jammu And Kashmir
Basmati Rice,GROWN_IN,India
Basmati Rice,GROWN_IN,Jammu And Kashmir
Basmati Rice,GROWN_IN,R.S Pora
Basmati Rice,GROWN_IN,Rajmesh
Basmati Rice,GROWN_DURING,Kharif
Basmati Rice,REQUIRES,Herbicides
Herbicides,AFFECTED_BY,Soil
Herbicides,CONTROLLED_BY,Weed Management
Herbicides,CONTROLLED_BY,Wick Applicator
Herbicides,PREVENTED_BY,Spraying
Fungicides,AFFECTED_BY,Soil
Fungicides,CONTROLLED_BY,Integrated Pest Management (Ipm)
Fungicides,CONTROLLED_BY,Brown Spot
Fungicides,PREVENTED_BY,Spraying
Fungicides,PREVENTED_BY,Fungi
Fungicides,PREVENTED_BY,Fungi
Insecticides,AFFECTED_BY,Soil
Insecticides,REQUIRES,Tomato
Insecticides,REQUIRES,Capsicum
Insecticides,REQUIRES,Cabbage
Insecticides,REQUIRES,Cauliflower
Insecticides,REQUIRES,Knolkhol
Insecticides,PREVENTED_BY,Spraying
Integrated Pest Management,CONTROLLED_BY,Pesticides
Integrated Pest Management,CONTROLLED_BY,Economic Threshold Level
Integrated Pest Management,CONTROLLED_BY,Economic Injury Level
Integrated Pest Management,CONTROLLED_BY,Economic Threshold Level
Integrated Pest Management,CONTROLLED_BY,Economic Injury Level
Integrated Pest Management,CONTROLLED_BY,Natural Enemies
Integrated Pest Management,DEPENDS_ON,Agro-Ecosystem Analysis
Integrated Pest Management,REQUIRES,Economic Threshold Level
Integrated Pest Management,REQUIRES,Economic Injury Level
Integrated Pest Management,REQUIRES,Economic Threshold Level
Integrated Pest Management,REQUIRES,Economic Injury Level
Integrated Pest Management,REQUIRES,Good Agricultural Practices
Integrated Pest Management,REQUIRES,Biopesticides
Integrated Pest Management,REQUIRES,Natural Enemies
Integrated Pest Management,REQUIRES,Advanced Monitoring And Early Detection Systems
Integrated Pest Management,REQUIRES,Predatory Insects
Integrated Pest Management,REQUIRES,Resistant Varieties
Integrated Nutrient Management,REQUIRES,Soil
Sustainable Agriculture,REQUIRES,Soil
Sustainable Agriculture,REQUIRES,Financial Investments
Sustainable Agriculture,REQUIRES,Biological Inputs
Chemical Fertilizers,AFFECTED_BY,Soil
Chemical Fertilizers,CONTROLLED_BY,Public Sector
Chemical Fertilizers,REQUIRES,High Yielding Varieties Of Seeds
Chemical Fertilizers,REQUIRES,High Yielding Varieties Of Seeds
Rhizobium,DEPENDS_ON,Pulses
Rhizobium,REQUIRES,Seed Treatment
Shahpurkandi Dam Project,AFFECTED_BY,Irrigation
Kandi Areas,GROWN_IN,Vegetables
Ladakh Region,GROWN_IN,Vegetables
Samba,GROWN_IN,Rice
Kathua,GROWN_IN,Barley
Kathua,GROWN_IN,Potato
Kathua,GROWN_IN,Garlic
Kathua,GROWN_IN,Mustard
Kathua,GROWN_IN,Rapeseed
Kathua,AFFECTED_BY,Rainfed Agriculture
Kathua,AFFECTED_BY,Community Ponds
Kathua,CONTROLLED_BY,Dairy Farming
Kathua,CONTROLLED_BY,Goat Farming
Kathua,CONTROLLED_BY,Sheep Farming
Kathua,CONTROLLED_BY,Poultry Farming
Kathua,DEPENDS_ON,Sandy Loam
Kathua,DEPENDS_ON,Clay Loam
Kathua,DEPENDS_ON,Silty Loam
Animal Husbandry,AFFECTED_BY,Green Revolution
Animal Husbandry,AFFECTED_BY,Green Revolution
Fisheries,GROWN_IN,India
Fisheries,GROWN_IN,Goa
Horticulture,GROWN_IN,India
Integrated Organic Farming System (Iofs),REQUIRES,Oilseeds
Integrated Organic Farming System (Iofs),REQUIRES,Pulses
Integrated Organic Farming System (Iofs),REQUIRES,Fodder
Integrated Organic Farming System (Iofs),REQUIRES,Cereals
Integrated Organic Farming System (Iofs),REQUIRES,Fruits
Cereals,GROWN_IN,India
Fruits,GROWN_IN,Punjab
Fruits,GROWN_IN,India
Fruits,GROWN_IN,Organic Certification
Fruits,GROWN_IN,Gujarat
Fruits,GROWN_IN,Kashmir
Fruits,GROWN_IN,Kashmir
Fruits,GROWN_IN,Punjab
Fruits,GROWN_IN,Kashmir
Fruits,GROWN_IN,North East Region
Fruits,GROWN_DURING,November
Fruits,GROWN_DURING,December
Fruits,GROWN_DURING,November
Fruits,DEPENDS_ON,High Yielding Variety Of Seeds
Fruits,REQUIRES,Nutrient
Agro-Ecosystem,GROWN_IN,India
Rajmash,CONTROLLED_BY,Maize
Potato,GROWN_IN,Jammu And Kashmir
Potato,GROWN_IN,Soil
Potato,GROWN_IN,Punjab
Potato,GROWN_IN,India
Potato,GROWN_IN,Bihar
Potato,GROWN_IN,Jammu And Kashmir
Potato,GROWN_IN,South Tripura
